study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_layout	library_source	experiment_title	study_alias	run_alias	fastq_ftp	submitted_ftp	sample_alias	sample_title
PRJNA484107	SAMN09759700	SRS3621676	SRX4500889	SRR7637491	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	BEL_001_g	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; BEL_001_g	PRJNA484107	BEL_001_g_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637491/SRR7637491.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637491/SRR7637491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637491/SRR7637491_2.fastq.gz		BEL_001_g	BEL_001_g
PRJNA484107	SAMN09759699	SRS3621674	SRX4500888	SRR7637492	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	BEL_001_f	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; BEL_001_f	PRJNA484107	BEL_001_f_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637492/SRR7637492.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637492/SRR7637492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637492/SRR7637492_2.fastq.gz		BEL_001_f	BEL_001_f
PRJNA484107	SAMN09759698	SRS3621675	SRX4500887	SRR7637493	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	BEL_001_c	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; BEL_001_c	PRJNA484107	BEL_001_c_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637493/SRR7637493.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637493/SRR7637493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637493/SRR7637493_2.fastq.gz		BEL_001_c	BEL_001_c
PRJNA484107	SAMN09759918	SRS3621673	SRX4500886	SRR7637494	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TBG_017_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TBG_017_1	PRJNA484107	TBG_017_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637494/SRR7637494.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637494/SRR7637494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637494/SRR7637494_2.fastq.gz		TBG_017_1	TBG_017_1
PRJNA484107	SAMN09759707	SRS3621672	SRX4500885	SRR7637495	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	BGS_003_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; BGS_003_1	PRJNA484107	BGS_003_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637495/SRR7637495.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637495/SRR7637495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637495/SRR7637495_2.fastq.gz		BGS_003_1	BGS_003_1
PRJNA484107	SAMN09759706	SRS3621670	SRX4500884	SRR7637496	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	BGS_001_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; BGS_001_1	PRJNA484107	BGS_001_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637496/SRR7637496.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637496/SRR7637496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637496/SRR7637496_2.fastq.gz		BGS_001_1	BGS_001_1
PRJNA484107	SAMN09759956	SRS3621671	SRX4500883	SRR7637497	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TZI_018_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TZI_018_1	PRJNA484107	TZI_018_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637497/SRR7637497.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637497/SRR7637497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637497/SRR7637497_2.fastq.gz		TZI_018_1	TZI_018_1
PRJNA484107	SAMN09759877	SRS3621669	SRX4500882	SRR7637498	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SNO_005_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SNO_005_1	PRJNA484107	SNO_005_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637498/SRR7637498.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637498/SRR7637498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637498/SRR7637498_2.fastq.gz		SNO_005_1	SNO_005_1
PRJNA484107	SAMN09759876	SRS3621668	SRX4500881	SRR7637499	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SNO_004_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SNO_004_1	PRJNA484107	SNO_004_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637499/SRR7637499.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637499/SRR7637499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637499/SRR7637499_2.fastq.gz		SNO_004_1	SNO_004_1
PRJNA484107	SAMN09759921	SRS3621666	SRX4500880	SRR7637500	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TKO_001_a	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TKO_001_a	PRJNA484107	TKO_001_a_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637500/SRR7637500.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637500/SRR7637500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637500/SRR7637500_2.fastq.gz		TKO_001_a	TKO_001_a
PRJNA484107	SAMN09759920	SRS3621667	SRX4500879	SRR7637501	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TBG_022_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TBG_022_1	PRJNA484107	TBG_022_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637501/SRR7637501.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637501/SRR7637501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637501/SRR7637501_2.fastq.gz		TBG_022_1	TBG_022_1
PRJNA484107	SAMN09759923	SRS3621665	SRX4500878	SRR7637502	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TKO_001_m	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TKO_001_m	PRJNA484107	TKO_001_m_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637502/SRR7637502.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637502/SRR7637502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637502/SRR7637502_2.fastq.gz		TKO_001_m	TKO_001_m
PRJNA484107	SAMN09759922	SRS3621664	SRX4500877	SRR7637503	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TKO_001_h	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TKO_001_h	PRJNA484107	TKO_001_h_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637503/SRR7637503.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637503/SRR7637503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637503/SRR7637503_2.fastq.gz		TKO_001_h	TKO_001_h
PRJNA484107	SAMN09759925	SRS3621663	SRX4500876	SRR7637504	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TKO_001_o	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TKO_001_o	PRJNA484107	TKO_001_o_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637504/SRR7637504.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637504/SRR7637504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637504/SRR7637504_2.fastq.gz		TKO_001_o	TKO_001_o
PRJNA484107	SAMN09759924	SRS3621662	SRX4500875	SRR7637505	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TKO_001_n	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TKO_001_n	PRJNA484107	TKO_001_n_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637505/SRR7637505.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637505/SRR7637505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637505/SRR7637505_2.fastq.gz		TKO_001_n	TKO_001_n
PRJNA484107	SAMN09759869	SRS3621661	SRX4500874	SRR7637506	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SCH_001_b	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SCH_001_b	PRJNA484107	SCH_001_b_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637506/SRR7637506.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637506/SRR7637506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637506/SRR7637506_2.fastq.gz		SCH_001_b	SCH_001_b
PRJNA484107	SAMN09759868	SRS3621660	SRX4500873	SRR7637507	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SCH_001_a	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SCH_001_a	PRJNA484107	SCH_001_a_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637507/SRR7637507.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637507/SRR7637507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637507/SRR7637507_2.fastq.gz		SCH_001_a	SCH_001_a
PRJNA484107	SAMN09759871	SRS3621659	SRX4500872	SRR7637508	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SCH_001_d	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SCH_001_d	PRJNA484107	SCH_001_d_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637508/SRR7637508.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637508/SRR7637508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637508/SRR7637508_2.fastq.gz		SCH_001_d	SCH_001_d
PRJNA484107	SAMN09759870	SRS3621658	SRX4500871	SRR7637509	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SCH_001_c	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SCH_001_c	PRJNA484107	SCH_001_c_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637509/SRR7637509.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637509/SRR7637509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637509/SRR7637509_2.fastq.gz		SCH_001_c	SCH_001_c
PRJNA484107	SAMN09759873	SRS3621656	SRX4500870	SRR7637510	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SCH_001_g	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SCH_001_g	PRJNA484107	SCH_001_g_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637510/SRR7637510.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637510/SRR7637510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637510/SRR7637510_2.fastq.gz		SCH_001_g	SCH_001_g
PRJNA484107	SAMN09759872	SRS3621657	SRX4500869	SRR7637511	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SCH_001_f	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SCH_001_f	PRJNA484107	SCH_001_f_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637511/SRR7637511.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637511/SRR7637511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637511/SRR7637511_2.fastq.gz		SCH_001_f	SCH_001_f
PRJNA484107	SAMN09759875	SRS3621655	SRX4500868	SRR7637512	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SNO_003_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SNO_003_1	PRJNA484107	SNO_003_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637512/SRR7637512.fastq.gz		SNO_003_1	SNO_003_1
PRJNA484107	SAMN09759874	SRS3621654	SRX4500867	SRR7637513	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SCH_001_h	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SCH_001_h	PRJNA484107	SCH_001_h_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637513/SRR7637513.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637513/SRR7637513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637513/SRR7637513_2.fastq.gz		SCH_001_h	SCH_001_h
PRJNA484107	SAMN09759762	SRS3621653	SRX4500866	SRR7637514	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	GOR_001_q	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; GOR_001_q	PRJNA484107	GOR_001_q_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637514/SRR7637514.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637514/SRR7637514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637514/SRR7637514_2.fastq.gz		GOR_001_q	GOR_001_q
PRJNA484107	SAMN09759777	SRS3621652	SRX4500865	SRR7637515	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	HNE_005_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; HNE_005_1	PRJNA484107	HNE_005_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637515/SRR7637515.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637515/SRR7637515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637515/SRR7637515_2.fastq.gz		HNE_005_1	HNE_005_1
PRJNA484107	SAMN09759776	SRS3621651	SRX4500864	SRR7637516	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	HNE_002_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; HNE_002_1	PRJNA484107	HNE_002_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637516/SRR7637516.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637516/SRR7637516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637516/SRR7637516_2.fastq.gz		HNE_002_1	HNE_002_1
PRJNA484107	SAMN09759771	SRS3621650	SRX4500863	SRR7637517	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	GUL_008_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; GUL_008_1	PRJNA484107	GUL_008_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637517/SRR7637517.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637517/SRR7637517_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637517/SRR7637517_2.fastq.gz		GUL_008_1	GUL_008_1
PRJNA484107	SAMN09759770	SRS3621649	SRX4500862	SRR7637518	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	GUL_007_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; GUL_007_1	PRJNA484107	GUL_007_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637518/SRR7637518.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637518/SRR7637518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637518/SRR7637518_2.fastq.gz		GUL_007_1	GUL_007_1
PRJNA484107	SAMN09759769	SRS3621647	SRX4500861	SRR7637519	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	GUL_006_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; GUL_006_1	PRJNA484107	GUL_006_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637519/SRR7637519.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637519/SRR7637519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637519/SRR7637519_2.fastq.gz		GUL_006_1	GUL_006_1
PRJNA484107	SAMN09759768	SRS3621646	SRX4500860	SRR7637520	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	GUL_005_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; GUL_005_1	PRJNA484107	GUL_005_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637520/SRR7637520.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637520/SRR7637520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637520/SRR7637520_2.fastq.gz		GUL_005_1	GUL_005_1
PRJNA484107	SAMN09759775	SRS3621648	SRX4500859	SRR7637521	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	HAR_006_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; HAR_006_1	PRJNA484107	HAR_006_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637521/SRR7637521.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637521/SRR7637521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637521/SRR7637521_2.fastq.gz		HAR_006_1	HAR_006_1
PRJNA484107	SAMN09759774	SRS3621645	SRX4500858	SRR7637522	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	HAR_005_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; HAR_005_1	PRJNA484107	HAR_005_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637522/SRR7637522.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637522/SRR7637522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637522/SRR7637522_2.fastq.gz		HAR_005_1	HAR_005_1
PRJNA484107	SAMN09759773	SRS3621644	SRX4500857	SRR7637523	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	GUL_010_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; GUL_010_1	PRJNA484107	GUL_010_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637523/SRR7637523.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637523/SRR7637523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637523/SRR7637523_2.fastq.gz		GUL_010_1	GUL_010_1
PRJNA484107	SAMN09759772	SRS3621643	SRX4500856	SRR7637524	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	GUL_009_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; GUL_009_1	PRJNA484107	GUL_009_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637524/SRR7637524.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637524/SRR7637524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637524/SRR7637524_2.fastq.gz		GUL_009_1	GUL_009_1
PRJNA484107	SAMN09759760	SRS3621642	SRX4500855	SRR7637525	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	GOR_001_f	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; GOR_001_f	PRJNA484107	GOR_001_f_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637525/SRR7637525.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637525/SRR7637525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637525/SRR7637525_2.fastq.gz		GOR_001_f	GOR_001_f
PRJNA484107	SAMN09759761	SRS3621640	SRX4500854	SRR7637526	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	GOR_001_p	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; GOR_001_p	PRJNA484107	GOR_001_p_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637526/SRR7637526.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637526/SRR7637526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637526/SRR7637526_2.fastq.gz		GOR_001_p	GOR_001_p
PRJNA484107	SAMN09759882	SRS3621639	SRX4500853	SRR7637527	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SPI_005_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SPI_005_1	PRJNA484107	SPI_005_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637527/SRR7637527.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637527/SRR7637527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637527/SRR7637527_2.fastq.gz		SPI_005_1	SPI_005_1
PRJNA484107	SAMN09759883	SRS3621637	SRX4500852	SRR7637528	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SPI_014_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SPI_014_1	PRJNA484107	SPI_014_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637528/SRR7637528.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637528/SRR7637528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637528/SRR7637528_2.fastq.gz		SPI_014_1	SPI_014_1
PRJNA484107	SAMN09759884	SRS3621638	SRX4500851	SRR7637529	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SPI_016_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SPI_016_1	PRJNA484107	SPI_016_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637529/SRR7637529.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637529/SRR7637529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637529/SRR7637529_2.fastq.gz		SPI_016_1	SPI_016_1
PRJNA484107	SAMN09759885	SRS3621636	SRX4500850	SRR7637530	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SPI_022_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SPI_022_1	PRJNA484107	SPI_022_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637530/SRR7637530.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637530/SRR7637530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637530/SRR7637530_2.fastq.gz		SPI_022_1	SPI_022_1
PRJNA484107	SAMN09759878	SRS3621641	SRX4500849	SRR7637531	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SNO_009_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SNO_009_1	PRJNA484107	SNO_009_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637531/SRR7637531.fastq.gz		SNO_009_1	SNO_009_1
PRJNA484107	SAMN09759879	SRS3621635	SRX4500848	SRR7637532	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SNO_023_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SNO_023_1	PRJNA484107	SNO_023_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637532/SRR7637532.fastq.gz		SNO_023_1	SNO_023_1
PRJNA484107	SAMN09759880	SRS3621634	SRX4500847	SRR7637533	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SPI_002_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SPI_002_1	PRJNA484107	SPI_002_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637533/SRR7637533.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637533/SRR7637533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637533/SRR7637533_2.fastq.gz		SPI_002_1	SPI_002_1
PRJNA484107	SAMN09759881	SRS3621633	SRX4500846	SRR7637534	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SPI_004_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SPI_004_1	PRJNA484107	SPI_004_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637534/SRR7637534.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637534/SRR7637534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637534/SRR7637534_2.fastq.gz		SPI_004_1	SPI_004_1
