Run,Assay Type,AvgSpotLen,Bases,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Extract_protocol,growth_protocol,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Molecule,Organism,Platform,ReleaseDate,Sample Name,SRA Study,title
SRR5421776,OTHER,300,9542153100,SAMN06691355,4513417413,LIPM-INRA-CNRS,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX2713129,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_MONT-B_1491483758_sra_1,SRP103198,Climares_Ath_MONT-B
SRR5421777,OTHER,300,10001244900,SAMN06691356,4532110008,LIPM-INRA-CNRS,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2713128,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_CIER-A_1491483758_sra_1,SRP103198,Climares_Ath_CIER-A
SRR5421778,OTHER,300,6179415000,SAMN06691357,2931628374,LIPM-INRA-CNRS,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX2713127,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_VICT-C_1491483759_sra_1,SRP103198,Climares_Ath_VICT-C
SRR5421779,OTHER,300,8496359100,SAMN06691358,3990115129,LIPM-INRA-CNRS,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2713126,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_GAIL-B_1491483759_sra_1,SRP103198,Climares_Ath_GAIL-B
SRR5421780,OTHER,300,6108191700,SAMN06691359,2884341853,LIPM-INRA-CNRS,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2713125,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_MARS-B_1491483759_sra_1,SRP103198,Climares_Ath_MARS-B
SRR5421781,OTHER,300,5995699800,SAMN06691360,2837645169,LIPM-INRA-CNRS,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2713124,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_MONTI-B_1491483759_sra_1,SRP103198,Climares_Ath_MONTI-B
SRR5421782,OTHER,300,7140558900,SAMN06691361,3435441669,LIPM-INRA-CNRS,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2713123,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_CERN-A_1491483759_sra_1,SRP103198,Climares_Ath_CERN-A
SRR5421783,OTHER,300,7238676900,SAMN06691362,3397169716,LIPM-INRA-CNRS,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX2713122,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_FAYA-A_1491483759_sra_1,SRP103198,Climares_Ath_FAYA-A
SRR5421784,OTHER,300,5681730900,SAMN06691363,2550777285,LIPM-INRA-CNRS,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX2713121,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_SAUB-C_1491483760_sra_1,SRP103198,Climares_Ath_SAUB-C
SRR5421785,OTHER,300,7909491900,SAMN06691364,3663206889,LIPM-INRA-CNRS,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX2713120,"DNA was extracted by using a home-made protocol that use filter PALL plates. Briefly: 1- 400ul of DNA extraction buffer (Tris 1M ph 8.0 + EDTA 0.5M NaCL 2.5M, SDS 20%, PVP 40.000+ Sodium Bisulfite) was added in each sample and plates were incubated 20 ...",Plants were sampled directly from the field and moved on a greenhouse where they were maintained for almost 2 months prior DNA extraction. Plants were sampled with their own soil and placed in plastic plateau. Conditions in the greenhouse were not cont...,Illumina HiSeq 3000,,PAIRED,other,GENOMIC,genomic_DNA,Arabidopsis thaliana,ILLUMINA,2018-04-05T00:00:00Z,SAMPLE_Climares_Ath_DIEU-A_1491483760_sra_1,SRP103198,Climares_Ath_DIEU-A
