oa_id	ecotype_id	sample_name	latitude	longitude	locality	country	collector	collection_date	cs_number	sra_run	biosample	bioproject	library_layout	instrument_model	species	internal_data	internal_sample_name	elevation	ploidy	collection_notes	pooled_plants	include	country_code	country_name	dataset
OAKG7305	7305	Pt-0	53.476	10.6065	Poetrau/Lauenburg	GER	Albert Kranz		CS78915	SRR1945889	SAMN03326733	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	DEU	Germany	KG
OAKG7306	7306	Pog-0	49.2655	-123.206	Pog	CAN	Albert Kranz		CS76576	SRR1945890	SAMN03326734	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	CAN	Canada	KG
OAKG7307	7307	Pn-0	48.0653	-2.96591	Pn	FRA	Albert Kranz		CS77182	SRR1945891	SAMN03326735	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	FRA	France	KG
OAKG7314	7314	Ragl-1	54.3512	-3.41697	Ragl	UK	Maarten Koornneef		CS76583	SRR1945892	SAMN03326736	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG7316	7316	Rhen-1	51.9667	5.56667	Rhen	NED	Maarten Koornneef		CS78916	SRR1945893	SAMN03326737	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	NLD	Netherlands	KG
OAKG7319	7319	Rome-1	42	12.1	Rome	ITA	Maarten Koornneef		CS76590	SRR1945894	SAMN03326738	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	ITA	Italy	KG
OAKG7320	7320	Rou-0	49.4424	1.09849	Rou	FRA	Albert Kranz		CS76591	SRR1945895	SAMN03326739	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	FRA	France	KG
OAKG7322	7322	Rsch-4	56.3	34	Rsch	RUS	Albert Kranz		CS77222	SRR1945896	SAMN03326740	PRJNA273563	PAIRED	Illumina Genome Analyzer II	Arabidopsis thaliana							Y	RUS	Russia	KG
OAKG7323	7323	Rubezhnoe-1	49	38.28	Rubezhnoe	UKR	Igor Vizir		CS76594	SRR1945897	SAMN03326741	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	UKR	Ukraine	KG
OAKG7327	7327	Sf-1	41.7833	3.03333	Sf	ESP	F. Laibach		CS77246	SRR1945898	SAMN03326742	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	ESP	Spain	KG
OAKG7328	7328	Sf-2	41.7833	3.03333	Sf	ESP	Albert Kranz		CS77247	SRR1945899	SAMN03326743	PRJNA273563	PAIRED	Illumina Genome Analyzer II	Arabidopsis thaliana							Y	ESP	Spain	KG
OAKG7332	7332	Seattle-0	47	-122.2	Seattle	USA	Rick Amasino		CS76598	SRR1945900	SAMN03326744	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	KG
OAKG7333	7333	Sei-0	46.5438	11.5614	Sei	ITA	Albert Kranz		CS76599	SRR1945901	SAMN03326745	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	ITA	Italy	KG
OAKG7337	7337	Si-0	50.8738	8.02341	Siegen	GER	Albert Kranz		CS76601	SRR1945902	SAMN03326746	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	DEU	Germany	KG
OAKG7342	7342	Su-0	53.6473	-3.00733	Su	UK	Albert Kranz		CS76606	SRR1945903	SAMN03326747	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG7343	7343	Sp-0	52.5339	13.181	Berlin/Spandau	GER	Albert Kranz		CS76603	SRR1945904	SAMN03326748	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	DEU	Germany	KG
OAKG7344	7344	Sg-1	47.6667	9.5	St.Georgen	GER	Albert Kranz		CS76600	SRR1945905	SAMN03326749	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	DEU	Germany	KG
OAKG7346	7346	Sten-0	52.6058	11.8558	Stendal	GER	Albert Kranz		CS77277	SRR1945906	SAMN03326750	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	DEU	Germany	KG
OAKG7347	7347	Stw-0	52	36	Stw	RUS	Albert Kranz		CS76605	SRR1945907	SAMN03326751	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	RUS	Russia	KG
OAKG7349	7349	Ta-0	49.5	14.5	Ta	CZE	Albert Kranz		CS76608	SRR1945908	SAMN03326752	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	CZE	Czechia	KG
OAKG7350	7350	Tac-0	47.2413	-122.459	Tac	USA	Thomas Mitchell-Olds		CS76609	SRR1945909	SAMN03326753	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	KG
OAKG7353	7353	Tha-1	52.08	4.3	Tha	NED	Maarten Koornneef		CS76611	SRR1945910	SAMN03326754	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	NLD	Netherlands	KG
OAKG7354	7354	Ting-1	56.5	14.9	Ting	SWE	Maarten Koornneef		CS76612	SRR1945911	SAMN03326755	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG7356	7356	Tol-0	41.6639	-83.5553	Tol	USA	Scott Leisner		CS76614	SRR1945912	SAMN03326756	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	KG
OAKG7358	7358	Tol-2	41.6639	-83.5553	Tol	USA	Scott Leisner		CS79019	SRR1945913	SAMN03326757	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	KG
OAKG7359	7359	Tol-3	41.6639	-83.5553	Tol	USA	Scott Leisner		CS79020	SRR1945914	SAMN03326758	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	KG
OAKG7372	7372	Tscha-1	47.0748	9.9042	Tscha	AUT	Maarten Koornneef		CS76616	SRR1945915	SAMN03326759	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	AUT	Austria	KG
OAKG7373	7373	Tsu-0	34.43	136.31	Tsu	JPN	Albert Kranz		CS77389	SRR1945916	SAMN03326760	PRJNA273563	PAIRED	Illumina Genome Analyzer II	Arabidopsis thaliana							Y	JPN	Japan	KG
OAKG7377	7377	Tul-0	43.2708	-85.2563	Tul	USA	Albert Kranz		CS76618	SRR1945917	SAMN03326761	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	KG
OAKG7378	7378	Uk-1	48.0333	7.7667	Umkirch	GER	Albert Kranz		CS76620	SRR1945918	SAMN03326762	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	DEU	Germany	KG
OAKG7382	7382	Utrecht	52.0918	5.1145	Utrecht	NED	Viola Willemsen		CS76622	SRR1945919	SAMN03326763	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	NLD	Netherlands	KG
OAKG7383	7383	Van-0	49.2655	-123.206	Van	CAN	Albert Kranz		CS76623	SRR1945920	SAMN03326764	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	CAN	Canada	KG
OAKG7384	7384	Ven-1	52.0333	5.55	Ven	NED	Maarten Koornneef		CS76624	SRR1945921	SAMN03326765	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	NLD	Netherlands	KG
OAKG7387	7387	Vind-1	54.9902	-2.3671	Vind	UK	Maarten Koornneef		CS76625	SRR1945922	SAMN03326766	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG7394	7394	Wa-1	52.3	21	Wa	POL	Albert Kranz		CS76626	SRR1945923	SAMN03326767	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	POL	Poland	KG
OAKG7396	7396	Ws-0.2	52.3	30	Ws	RUS	Albert Kranz		CS78857	SRR1945924	SAMN03326768	PRJNA273563	PAIRED	Illumina Genome Analyzer II	Arabidopsis thaliana							Y	RUS	Russia	KG
OAKG7404	7404	Wc-1	52.6	10.0667	Westercelle	GER	Albert Kranz		CS76627	SRR1945925	SAMN03326769	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	DEU	Germany	KG
OAKG7411	7411	Wl-0	47.9299	10.8134	Wildbad	GER	Albert Kranz		CS76630	SRR1945926	SAMN03326770	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	DEU	Germany	KG
OAKG7413	7413	Wil-2	54.6833	25.3167	Wil	LTU	Albert Kranz		CS78856	SRR1945927	SAMN03326771	PRJNA273563	PAIRED	Illumina Genome Analyzer II	Arabidopsis thaliana							Y	LTU	Lithuania	KG
OAKG7415	7415	Wu-0	49.7878	9.9361	Wurzburg	GER	Albert Kranz		CS78858	SRR1945928	SAMN03326772	PRJNA273563	PAIRED	Illumina Genome Analyzer II	Arabidopsis thaliana							Y	DEU	Germany	KG
OAKG7416	7416	Yo-0	37.45	-119.35	Yo	USA	Albert Kranz		CS76633	SRR1945929	SAMN03326773	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	KG
OAKG7417	7417	Zu-0	47.3667	8.55	Zu	SUI	Albert Kranz		CS78880	SRR1945930	SAMN03326774	PRJNA273563	PAIRED	Illumina Genome Analyzer II	Arabidopsis thaliana							Y	CHE	Switzerland	KG
OAKG7418	7418	Zu-1	47.3667	8.55	Zu	SUI	Albert Kranz		CS78881	SRR1945931	SAMN03326775	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	CHE	Switzerland	KG
OAKG7419	7419	Db-1	50.3058	8.32213	Tenne/Ts.	GER	Albert Kranz		CS76471	SRR1945932	SAMN03326776	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	DEU	Germany	KG
OAKG7424	7424	Jl-3	49.2	16.6166	Br	CZE	Albert Kranz		CS76519	SRR1945933	SAMN03326777	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	CZE	Czechia	KG
OAKG7427	7427	Ko-2			UNKNOWN-Denmark	DEN	Albert Kranz		CS76531	SRR1945934	SAMN03326778	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	DNK	Denmark	KG
OAKG7430	7430	Nc-1	48.6167	6.25	Vermois	FRA	Albert Kranz		CS76559	SRR1945935	SAMN03326779	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	FRA	France	KG
OAKG7460	7460	Da(1)-12			Unknown - Czech Republic	CZE	Igor Vizir		CS76470	SRR1945936	SAMN03326780	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	CZE	Czechia	KG
OAKG7461	7461	H55	49	15	Relichova	CZE	Igor Vizir		CS76897	SRR1945937	SAMN03326781	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	CZE	Czechia	KG
OAKG7471	7471	RLD-1			UNKNOWN	UNK	Maarten Koornneef		CS76588	SRR1945938	SAMN03326782	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y			KG
OAKG7475	7475	KEN	41.767	-72.677	Hartford	USA	Massimo Pigliucci		CS79021	SRR1945939	SAMN03326783	PRJNA273563	PAIRED	unspecified	Arabidopsis thaliana							Y	USA	United States	KG
OAKG7477	7477	WAR	41.7302	-71.2825	Lincoln Woods State Park	USA	Massimo Pigliucci		CS78853	SRR1945940	SAMN03326784	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	KG
OAKG7514	7514	RRS-7	41.5609	-86.4251	RRS	USA	Joy Bergelson		CS76593	SRR1945941	SAMN03326785	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	KG
OAKG7515	7515	RRS-10	41.5609	-86.4251	RRS	USA	Joy Bergelson		CS76592	SRR1945942	SAMN03326786	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	KG
OAKG7516	7516	Vår2-1	55.58	14.334	Vår2	SWE	Magnus Nordborg	2000-06-01 0:00:00	CS78830	SRR1945943	SAMN03326787	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG7517	7517	Vår2-6	55.58	14.334	Vår2	SWE	Magnus Nordborg	2000-06-01 0:00:00	CS78831	SRR1945944	SAMN03326788	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG7520	7520	Lp2-2	49.38	16.81	Lp2	CZE	Ivo Cetl		CS76546	SRR1945945	SAMN03326789	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	CZE	Czechia	KG
OAKG7521	7521	Lp2-6	49.38	16.81	Lp2	CZE	Ivo Cetl	1991-01-01 0:00:00	CS77052	SRR1945946	SAMN03326790	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	CZE	Czechia	KG
OAKG7523	7523	Pna-17	42.0945	-86.3253	PNA	USA	Joy Bergelson		CS76575	SRR1945947	SAMN03326791	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	KG
OAKG7525	7525	Rmx-A180	42.036	-86.511	RMX	USA	Joy Bergelson		CS77218	SRR1945948	SAMN03326792	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	KG
OAKG7529	7529	627RMX-1MN4	42.0333	-86.5128	RMX	USA	Justin Borevitz	2006-06-27 0:00:00	CS79022	SRR1945949	SAMN03326793	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	KG
OAKG7530	7530	627RMX-1MN5	42.0333	-86.5128	RMX	USA	Justin Borevitz	2006-06-27 0:00:00	CS79023	SRR1945950	SAMN03326794	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	KG
OAKG7566	7566	627ME-13Y1	42.093	-86.359	ME (Benton Harbor)	USA	Justin Borevitz	2006-06-27 0:00:00	CS78367	SRR1945951	SAMN03326795	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	KG
OAKG7568	7568	627ME-1MI1	42.093	-86.359	ME (Benton Harbor)	USA	Justin Borevitz	2006-06-27 0:00:00	CS79024	SRR1945952	SAMN03326796	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	KG
OAKG7717	7717	KNO1.37	41.273	-86.625	Knox35	USA	Megan Dunning	2005-04-27 0:00:00	CS76972	SRR1945953	SAMN03326797	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	KG
OAKG7757	7757	KNO2.41	41.273	-86.625	Knox35	USA	Megan Dunning	2005-04-27 0:00:00	CS79025	SRR1945954	SAMN03326798	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	KG
OAKG7767	7767	KNO2.54	41.273	-86.625	Knox35	USA	Megan Dunning	2005-04-27 0:00:00	CS79026	SRR1945955	SAMN03326799	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	KG
OAKG7917	7917	PNA3.10	42.0945	-86.3253	PNA	USA	Megan Dunning	2005-05-04 0:00:00	CS77183	SRR1945956	SAMN03326800	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	KG
OAKG7947	7947	PNA3.40	42.0945	-86.3253	PNA	USA	Megan Dunning	2005-05-04 0:00:00	CS77184	SRR1945957	SAMN03326801	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	KG
OAKG8037	8037	PT1.52	41.3423	-86.7368	PT (La Porte)	USA	Megan Dunning	2005-04-25 0:00:00	CS79027	SRR1945958	SAMN03326802	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	KG
OAKG8057	8057	PT1.85	41.3423	-86.7368	PT (La Porte)	USA	Megan Dunning	2005-04-25 0:00:00	CS79028	SRR1945959	SAMN03326803	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	KG
OAKG8077	8077	PT2.21	41.3423	-86.7368	PT (La Porte)	USA	Megan Dunning	2005-04-25 0:00:00	CS77191	SRR1945960	SAMN03326804	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	KG
OAKG8132	8132	RMX3.22	42.036	-86.511	RMX	USA	Megan Dunning	2005-05-07 0:00:00	CS77219	SRR1945961	SAMN03326805	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	KG
OAKG8171	8171	RMX4.118	42.036	-86.511	RMX	USA	Megan Dunning	2005-05-07 0:00:00	CS79029	SRR1945962	SAMN03326806	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	KG
OAKG8214	8214	Gy-0	49	2	Gy	FRA	Albert Kranz		CS78901	SRR1945963	SAMN03326807	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	FRA	France	KG
OAKG8222	8222	Lis-2	56.0328	14.775	Lis	SWE	Magnus Nordborg	2000-06-13 0:00:00	CS77043	SRR1945964	SAMN03326808	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG8227	8227	THÖ 03	62.7989	17.9103	THÖ	SWE	Mattias Jakobsson	2003-01-01 0:00:00	CS77367	SRR1945965	SAMN03326809	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG8230	8230	Algutsrum	56.68	16.5	Algutsrum	SWE	Magnus Nordborg		CS76657	SRR1945966	SAMN03326810	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG8231	8231	Brö1-6	56.3	16	Brömsebro	SWE	Magnus Nordborg	2000-05-15 0:00:00	CS76726	SRR1945967	SAMN03326811	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG8233	8233	Dem-4	41.1876	-87.1923	Dem	USA	Joy Bergelson		CS76794	SRR1945968	SAMN03326812	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	KG
OAKG8234	8234	Gul1-2	56.4606	15.8127	Gullabo	SWE	Magnus Nordborg	2000-05-15 0:00:00	CS76896	SRR1945969	SAMN03326813	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG8235	8235	Hod	48.8	17.1	Hodonin	CZE	Jirina Relichov	2000-05-31 0:00:00	CS76924	SRR1945970	SAMN03326814	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	CZE	Czechia	KG
OAKG8236	8236	HSm	49.33	15.76	Horni Smrcne	CZE	Jirina Relichov	2000-05-31 0:00:00	CS76941	SRR1945971	SAMN03326815	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	CZE	Czechia	KG
OAKG8237	8237	Kävlinge-1	55.8	13.1	Kävlinge	SWE	Torbjorn Sall	1999-01-01 0:00:00	CS76964	SRR1945972	SAMN03326816	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG8238	8238	Kent	51.15	0.4	Kent	UK	Magnus Nordborg		CS76967	SRR1945973	SAMN03326817	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	GBR	United Kingdom	KG
OAKG8239	8239	PHW-3	51	7	Koeln	GER	Paul Williams		CS76976	SRR1945974	SAMN03326818	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	DEU	Germany	KG
OAKG8240	8240	Kulturen-1	55.705	13.196	Kulturen	SWE	Torbjorn Sall		CS76987	SRR1945975	SAMN03326819	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG8241	8241	Liarum	55.9473	13.821	Liarum	SWE	Torbjorn Sall		CS77038	SRR1945976	SAMN03326820	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG8242	8242	Lillö-1	56.1494	15.7884	Lillö	SWE	Magnus Nordborg	2000-05-14 0:00:00	CS77039	SRR1945977	SAMN03326821	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG8243	8243	PHW-2	43.7703	11.2547	Florence	ITA	Paul Williams		CS77173	SRR1945978	SAMN03326822	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	ITA	Italy	KG
OAKG8244	8244	PHW-34	48.6103	2.3086	Bretagny Sur Orge	FRA	Paul Williams		CS77174	SRR1945979	SAMN03326823	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	FRA	France	KG
OAKG8246	8246	NC-6	35	-79.18	NC	USA	Joy Bergelson		CS77124	SRR1945980	SAMN03326824	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	USA	United States	KG
OAKG8247	8247	San-2	56.07	13.74	Sandåkra	SWE	Magnus Nordborg	2000-05-12 0:00:00	CS77233	SRR1945981	SAMN03326825	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG8249	8249	Vimmerby	57.7	15.8	Vimmerby	SWE	Magnus Nordborg		CS78845	SRR1945982	SAMN03326826	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG8256	8256	Bå1-2	56.4	12.9	Bå	SWE	Magnus Nordborg	2000-05-01 0:00:00	CS76676	SRR1945983	SAMN03326827	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG8258	8258	Bå4-1	56.4	12.9	Bå	SWE	Magnus Nordborg	2000-05-01 0:00:00	CS76677	SRR1945984	SAMN03326828	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG8259	8259	Bå5-1	56.4	12.9	Bå	SWE	Magnus Nordborg	2000-05-01 0:00:00	CS76678	SRR1945985	SAMN03326829	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG8264	8264	Bla-1	41.6833	2.8	Bla	ESP	Albert Kranz		CS76451	SRR1945986	SAMN03326830	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	ESP	Spain	KG
OAKG8283	8283	Dra3-1	55.76	14.12	Dra3	SWE	Magnus Nordborg	2000-06-01 0:00:00	CS76811	SRR1945987	SAMN03326831	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG8284	8284	DraII-1	49.4112	16.2815	DraII	CZE	Jirina Relichov	2000-05-31 0:00:00	CS76813	SRR1945988	SAMN03326832	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	CZE	Czechia	KG
OAKG8285	8285	DraIII-1	49.4112	16.2815	DraIII	CZE	Jirina Relichov	2000-05-31 0:00:00	CS76815	SRR1945989	SAMN03326833	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	CZE	Czechia	KG
OAKG8290	8290	En-1	50	8.5	Enkheim/Frankfurt	GER	Albert Kranz		CS76841	SRR1945990	SAMN03326834	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	DEU	Germany	KG
OAKG8297	8297	Ge-0	46.5	6.08	Ge	SUI	Albert Kranz		CS76875	SRR1945991	SAMN03326835	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	CHE	Switzerland	KG
OAKG8306	8306	Hov4-1	56.1	13.74	Hovdala	SWE	Magnus Nordborg	2000-05-12 0:00:00	CS76936	SRR1945992	SAMN03326836	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG8307	8307	Hovdala-6	56.1	13.74	Hovdala	SWE	Torbjorn Sall	1999-01-01 0:00:00	CS76938	SRR1945993	SAMN03326837	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG8311	8311	In-0	47.5	11.5	In	AUT	Albert Kranz		CS78903	SRR1945994	SAMN03326838	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	AUT	Austria	KG
OAKG8312	8312	Is-0	50.5	7.5	Isenburg/Neuwied	GER	Albert Kranz		CS78904	SRR1945995	SAMN03326839	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	DEU	Germany	KG
OAKG8326	8326	Lis-1	56.0328	14.775	Lis	SWE	Magnus Nordborg	2000-06-13 0:00:00	CS77042	SRR1945996	SAMN03326840	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG8334	8334	Lu-1	55.71	13.2	Lund	SWE	Albert Kranz		CS77056	SRR1945997	SAMN03326841	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG8335	8335	Lund	55.71	13.2	Lund	SWE	Magnus Nordborg		CS77060	SRR1945998	SAMN03326842	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG8337	8337	Mir-0	44	12.37	Mir	ITA	Albert Kranz		CS76551	SRR1945999	SAMN03326843	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	ITA	Italy	KG
OAKG8343	8343	Na-1	47.5	1.5	Na	FRA	Albert Kranz		CS76558	SRR1946000	SAMN03326844	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	FRA	France	KG
OAKG8351	8351	Ost-0	60.25	18.37	Ost	SWE	Albert Kranz		CS77154	SRR1946001	SAMN03326845	PRJNA273563	PAIRED	Illumina Genome Analyzer IIx	Arabidopsis thaliana							Y	SWE	Sweden	KG
OAKG8354	8354	Per-1	58	56.3167	Per	RUS	Albert Kranz		CS76571	SRR1946002	SAMN03326846	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	RUS	Russia	KG
OAKG8357	8357	Pla-0	41.5	2.25	Pla	ESP	Albert Kranz		CS76573	SRR1946003	SAMN03326847	PRJNA273563	PAIRED	Illumina HiSeq 2000	Arabidopsis thaliana							Y	ESP	Spain	KG
